"BlueOdds","RedOdds","BlueAvgSigStrPct","RedAvgSigStrPct","BlueAvgSigStrLanded","RedAvgSigStrLanded","BlueAvgTDLanded","RedAvgTDLanded","BlueAvgTDPct","RedAvgTDPct","BlueAge","RedAge","Winner"
130,-150,0.516,0.47,3.43,4.71,3.03,0.63,0.66,0.2,41,29,"1"
161,-185,0.53,0.54,3.39,4.32,0.29,2,0.5,0.66,24,24,"0"
135,-145,0.474,0.391,13,83.2857,0.8,0.6471,0.395,0.292,31,42,"1"
-120,100,0.401,0.36,2.5,4.05,3.03,1.5,0.38,0.45,33,34,"0"
165,-195,0.46,0.34,4,4.19,0.24,0.125,0.5,0.25,29,28,"0"
160,-200,0.47,0.86,6.2,6.55,0.27,0,1,0,32,26,"1"
210,-250,0.52,0.48,4.61,4.25,1.2,4.75,0.8,0.39,32,33,"1"
59.7932402411945,-115.711474369147,0.43,0.49,6.51,5.39,0.48,0.38,0.12,0.25,28,28,"1"
270,-330,0.53,0.59,4.99,4.9,0,2.17,0,0.41,23,29,"1"
-230,190,0.59,0.48,2.99,4.19,2.73,1.79,0.45,0.47,29,33,"0"
-160,140,0.504,0.42,6.18,6.01,3.04,0.76,0.46,0.64,30,30,"0"
158,-180,0.6,0.54,36,32.4545,1.1,1.3333,0.391,0.138,44,35,"1"
325,-400,0.49,0.58,3.7,6.16,0,0.36,0,0.23,29,32,"1"
185,-225,0.61,0.41,5.23,3.09,0.77,0.87,0.439,0.54,27,35,"0"
270,-325,0.41,0.54,3.65,4.99,0.6,3.27,0.38,0.48,31,31,"1"
250,-325,0.52,0.56,4.99,6.49,2.33,1.82,0.3,0.44,36,32,"1"
-150,130,0.415,0.481,30,27,1.75,0,0.463,0,29,29,"0"
110,-130,0.343,0.356,35.875,28,0.4286,0.2222,0.166,0.148,27,33,"1"
-200,155,0.5,0.5,3.85,3.72,4.17,1.9,0.44,0.24,31,33,"0"
160,-190,0.33,0.473,25,24,0.5,0,0.5,0,27,29,"0"
180,-220,0.41,0.45,2.36,5.86,1.9,0.78,0.33,0.33,32,36,"0"
130,-150,0.494,0.414,29,24.8462,2.75,1.4444,0.448,0.483,32,27,"1"
235,-280,0.49,0.4,1.4,2.01,0,2.89,0,0.21,27,27,"1"
200,-245,0.47,0.57,3.95,5.05,1.66,0.56,0.35,0.33,30,31,"1"
-220,200,0.402,0.475,18,9,1.75,0.35,0.417,0.14,29,28,"0"
-110,-110,0.46,0.488,18.25,26.1538,0.6,0.2692,0.063,0.25,27,30,"1"
170,-185,0.431,0.503,21.1538,41.4,0.5,0.7143,0.243,0.083,32,25,"1"
250,-325,0.52,0.5,36.75,32.2,1.2,0,0.5,0,35,33,"1"
-135,125,0.391,0.365,29.25,89,0.45,1.8333,0.329,0.15,27,29,"0"
175,-205,0.39,0.42,18.5,18.9286,1.6667,1.5714,0.45,0.3,28,29,"1"
-115,105,0.57,0.41,34.25,49.4,1,0.4,0.667,0.25,25,26,"1"
185,-225,0.41,0.36,2.86,5.14,3.03,1.03,0.42,1,37,29,"0"
240,-280,0.49,0.313,60,32.5,1,0,0.5,0,27,28,"0"
120,-138,0.67,0.46,3.56,3.23,3.03,5.25,0.78,0.35,33,31,"1"
170,-200,0.45,0.48,5.58,4.71,2.05,2,0.29,0.44,28,29,"1"
-290,260,0.37,0.5,27.8333,25,2,1.7143,0.37,0.35,24,36,"0"
-200,170,0.419,0.57,38.3333,16.5455,2.6,0.2941,0.875,0.175,27,28,"0"
-240,220,0.355,0.345,62.5,32.5833,5.5,1,0.75,0.208,25,33,"1"
-190,165,0.32,0.517,30.9286,33,0,0,0,0,23,30,"0"
110,-130,0.52,0.45,4.22,3.35,2.61,3.73,0.43,0.46,33,32,"0"
-175,155,0.52,0.407,57,44,1,0,0.2,0,29,29,"1"
-810,500,0.43,0.473,32,27.7391,1.4286,1,0.31,0.469,24,22,"0"
155,-165,0.485,0.391,24.7778,51.5,1,0.5,0.263,0.354,34,32,"1"
190,-235,0.25,0.39,2.37,5.4,0,1.4444,0,0.54,34,31,"1"
154,-185,0.57,0.437,66.6,123,1.7,1,0.418,0.315,27,28,"0"
-105,-115,0.465,0.49,6.18,4.09,0.21,0.36,0.25,0.45,35,30,"1"
-175,150,0.885,0.384,2,5.38,3.73,0,0.25,0,27,24,"0"
-245,205,0.518,0.48,4.23,1.94,2.16,1.55,0.75,0.3,26,25,"0"
-245,205,0.51,0.47,6.56,3.51,3.04,5.69,0.46,0.53,28,35,"1"
157,-180,0.52,0.49,2.75,2.38,1.18,2.34,0.63,0.31,34,32,"1"
215,-255,0.375,0.375,9.6,25.3333,0.5,1.6667,0.25,0.345,25,29,"1"
220,-260,0.495,0.496,29.7143,45.5556,0,0.7727,0,0.167,26,34,"0"
-258,210,0.53,0.53,5.6,4.21,0.29,3.43,1,0.36,31,31,"0"
135,-145,0.495,0.415,16,51.5,1.25,1.6667,0.258,0.154,32,31,"1"
185,-225,0.4,0.42,3.95,4.5,0.21,1.375,0.33,0.53,39,34,"1"
-225,185,0.53,0.47,2.88,4.19,6.06,0.72,0.44,0.23,33,40,"1"
59.7932402411945,-115.711474369147,0.58,0.44,28,45.6,0,1,0,0.3,30,24,"0"
170,-220,0.53,0.59,4.33,5.33,1.59,4.08,0.42,0.51,28,29,"1"
-105,-115,0.31,0.505,9,29.3333,0,1.3333,0,0.14,31,34,"0"
-120,100,0.43,0.52,3.48,4.35,0.58,3.43,0.38,0.463,38,29,"1"
-225,188,0.55,0.49,4.59,5.08,1.27,0.22,0.23,0.5,28,35,"0"
225,-280,0.49,0.48,2.33,27,0,2,0,0.406,29,29,"0"
210,-260,0.48,0.47,3.43,5.26,0.95,0.23,0.27,0.42,36,26,"1"
-155,135,0.36,0.55,3.9,6.79,2.17,0,0.54,0,26,27,"0"
450,-600,0.47,0.465,30.8333,64.3333,1.2857,3.2941,0.321,0.456,22,29,"1"
195,-238,0.52,0.48,5.37,3.45,1.84,4.7,0.454,0.46,30,34,"1"
-265,215,0.48,0.48,2.5,2.45,2.5,0.24,0.38,1,29,28,"1"
225,-265,0.447,0.68,11.6667,5.53,0.81,1.83,0.33,0.8,28,28,"1"
235,-255,0.24,0.395,12,40.375,0.3333,0.875,0.333,0.239,34,26,"1"
240,-280,0.59,0.304,21.5,20.2,0,0.25,0,0.148,29,26,"1"
125,-145,0.5,0.43,3.8,3.37,1.47,1.6667,0.33,0.23,22,24,"1"
290,-350,0.573,0.48,29.6667,28.8462,1,0.75,0.53,0.323,29,29,"1"
168,-200,0.45,0.48,4.92,6.44,0,0,0,0,32,25,"0"
205,-245,0.51,0.57,49.25,28.75,1.3333,3.25,0.5,0.743,28,26,"1"
-135,125,0.455,0.5,5.86,2.77,3,4.8,0.46,0.54,28,31,"0"
250,-300,0.445,0.412,36.3333,63.3,2,3.4286,0.317,0.508,39,33,"1"
142,-153,0.34,0.453,38.3684,64.25,0.6667,0,0.667,0,26,33,"0"
-120,100,0.46,0.59,2.65,5.02,2.5,0.26,0.41,0.33,32,32,"1"
-750,575,0.47,0.29,66,43,2,0.4286,0.577,0.194,28,31,"0"
59.7932402411945,-115.711474369147,0.44,0.49,5.6,5.8,2.05,1.95,0.439,0.3,30,31,"1"
130,-155,0.42,0.46,3.42,3.62,0.65,1.07,0.65,0.54,27,34,"1"
205,-245,0.54,0.389,59.7143,33,4,0,0.56,0,27,25,"1"
175,-210,0.388,0.49,28.381,45,0.1111,1.6667,0.111,0.367,35,33,"0"
140,-160,0.504,0.517,28.6,8.2,1.5,1,0.176,0.2,36,29,"0"
-110,-110,0.49,0.433,55,21.28,0.5,0.7778,0.133,0.35,33,38,"0"
-300,250,0.425,0.33,5.08,3.87,0.29,1.64,0.5,0.5,33,33,"0"
290,-380,0.5,0.6,3.04,5.27,5.69,2.74,0.43,0.46,31,29,"0"
-255,205,0.51,0.58,30,26.6667,2.5,1,0.75,1,27,25,"0"
375,-470,0.25,0.39,3,29.1111,0,2.25,0,0.33,30,24,"1"
-750,575,0.48,0.46,3.75,3.57,0.31,0.49,0.4,0.3,31,33,"0"
-285,210,0.54,0.34,39,21.0556,2.5,1.3333,0.303,0.338,29,30,"0"
59.7932402411945,-115.711474369147,0.49,0.44,52.381,21.2778,0,1.2222,0,0.45,26,36,"1"
165,-190,0.39,0.49,4.56,4.54,0.67,0.42,0.18,0.42,34,36,"1"
-140,120,0.484,0.61,7.94,5.33,0.21,1.125,0.25,0.3,27,34,"1"
105,-125,0.403,0.44,7.15,31,1.5,0.1667,0.83,0.083,27,28,"0"
100,-129,0.49,0.43,3.54,4.01,3.72,0.2,0.36,0.25,33,34,"0"
435,-500,0.52,0.348,15.1667,15,1.3333,2.8,0.497,0.486,42,32,"1"
105,-125,0.32,0.456,38.625,37.5,1,0.625,0.163,0.333,26,34,"1"
158,-180,0.38,0.455,28,30,1.125,1.6667,0.33,0.423,36,31,"1"
135,-155,0.383,0.546,16.6667,29.2857,1.75,1.56,0.441,0.374,35,30,"1"
-126,118,0.496,0.46,4.54,3.13,0.46,1.91,0.5,0.24,30,35,"1"
170,-200,0.48,0.49,4.37,2.18,0.27,0.58,0.3,0.6,36,33,"0"
-162,-650,0.61,0.58,2.36,1.64,3.6,1.72,0.65,0.4,30,25,"0"
-185,160,0.457,0.48,50,35.8,1,2,0.321,0.633,26,32,"0"
163,-185,0.33,0.495,3.8,3.02,0.97,4.07,1,0.37,25,26,"1"
100,-120,0.463,0.35,5.14,4.41,1.08,0.25,0.363,0.5,33,31,"1"
180,-220,0.27,0.51,23.8571,71,0,1,0,0.33,28,36,"0"
-170,150,0.356,0.41,14,19.6364,4.7,2,0.37,0.625,28,23,"1"
-122,102,0.46,0.43,4.65,4.1,1.05,0.37,0.436,0.33,31,42,"0"
450,-525,0.425,0.563,32.3636,33.3333,1.7273,0.5,0.303,0.166,34,29,"0"
170,-200,0.407,0.408,40.1111,47,4,1.8,0.295,0.403,33,31,"1"
-255,215,0.32,0.383,18.25,31.3333,0,0,0,0,31,34,"0"
-103,-118,0.39,0.49,4.01,2.47,0.16,2.21,0.25,0.25,30,42,"1"
290,-320,0.34,0.493,2.04,5.42,1.47,0,0.21,0,28,27,"1"
210,-258,0.41,0.42,4.21,4.67,1.37,0.92,0.37,0.27,29,34,"1"
-125,105,0.37,0.534,2.9,4.1,0.93,1.81,0.27,0.24,33,38,"0"
240,-260,0.3,0.359,46,55.3333,0,0.1667,0,0.083,27,26,"1"
-330,270,0.378,0.468,48.6667,29.9444,0.8333,0.5,0.225,0.5,24,28,"1"
290,-320,0.46,0.4,25,90,1.7778,0.8,0.583,0.146,25,21,"0"
330,-425,0.49,0.57,4.44,3.62,0.56,2.24,1,0.41,29,34,"0"
-370,295,0.53,0.668,65,19.875,6,0,0.77,0,31,22,"0"
230,-250,0.245,0.48,2.7,4.22,1,0.93,0.22,0.47,33,32,"1"
360,-450,0.402,0.325,59,46.5263,2.25,1.6667,0.4,0.187,33,27,"0"
59.7932402411945,-115.711474369147,0.4,0.47,5.26,3.13,1.3,1.97,0.55,0.58,30,31,"1"
290,-320,0.468,0.476,33.1765,69.4,1.2857,0.5,0.322,0.375,35,36,"1"
-130,110,0.43,0.652,30.75,30,0.75,2,0.188,1,20,27,"1"
235,-275,0.485,0.61,5.13,5.33,0.67,0.91,0.62,0.36,30,32,"1"
225,-278,0.4,0.58,3.7,5.24,1.79,0.84,0.33,0.15,30,29,"1"
59.7932402411945,-115.711474369147,0.38,0.56,3.88,2.23,1.02,3.45,0.29,0.45,28,26,"1"
600,-900,0.33,0.397,0.99,4.86,3.31,3.16,0.55,0.36,30,24,"1"
-130,110,0.41,0.5,1.91,1.56,1.77,3.6,0.21,0.51,29,29,"0"
-135,115,0.342,0.412,19,20.5556,4.25,2.5,0.34,0.346,28,29,"1"
-144,135,0.3,0.41,9.5,19.6364,1.1667,1.2632,0.33,0.19,25,30,"0"
245,-310,0.43,0.46,4.06,2.68,0.49,4.2,0.25,0.5,39,31,"1"
210,-230,0.455,0.45,4.28,5.02,1.66,0.21,0.51,0.5,31,30,"1"
-315,230,0.43,0.43,3.59,5.13,0.21,1.53,0.16,0.32,33,39,"0"
-120,110,0.498,0.53,4.9,3.14,0.46,0.9,0.4,0.27,33,33,"1"
59.7932402411945,-115.711474369147,0.46,0.47,2.94,3.77,1.95,1.68,0.6,0.38,30,35,"1"
210,-250,0.399,0.53,66.5,56.5556,2.5,0,0.22,0,32,24,"1"
105,-115,0.353,0.34,4.35,2.64,1.2,1.45,0.37,0.28,32,37,"1"
484,-700,0.34,0.468,26,42.4615,0.6667,0,0.193,0,35,32,"0"
500,-605,0.3,0.532,0.99,1.57,2.05,6.05,0.33,0.5,24,28,"1"
-175,165,0.52,0.507,43.0769,28.2222,0.1429,0.4444,0.047,0.188,33,32,"1"
220,-286,0.49,0.46,3.56,3.55,1.22,2.15,0.32,0.33,39,32,"0"
-150,140,0.475,0.306,28,24.6,0.6,1.125,0.5,0.365,28,29,"1"
315,-380,0.44,0.41,3.01,2.6,1.25,3.29,0.663,0.33,25,29,"1"
215,-235,0.575,0.51,66,19.875,0,0.75,0,0.271,34,25,"0"
-240,188,0.45,0.44,3.4,3.18,2.5,0.9,0.34,0.75,31,44,"0"
195,-240,0.52,0.4,3.71,4.96,2.59,0.21,0.33,0.5,39,31,"1"
-230,190,0.16,0.283,1,14.5,0,1.69,0,0.257,29,32,"1"
140,-160,0.28,0.47,42,19,0.1,0.25,0.041,0.2,29,24,"0"
-105,-105,0.335,0.276,18.3333,16,0,0.5,0,0.285,38,37,"0"
165,-195,0.46,0.527,37.5556,25,0.3636,1.375,0.141,0.583,29,27,"1"
-190,165,0.429,0.11,46,8,0.6667,0,0.25,0,27,32,"0"
-130,110,0.403,0.49,3.53,5.5,0.26,0.35,0.5,0.25,34,29,"1"
-120,110,0.74,0.6,19,12.875,1,2.3333,0.325418923672178,0.33,29,32,"1"
115,-127,0,0.473,0,28.2857,0,0,0,0,37,30,"0"
-380,315,0.4,0.326,41.8,14.6667,1.1429,0.59,0.18,0.22,27,34,"0"
-900,600,0.52,0.429,45.25,44.25,3,0.6,0.585,0.209,25,38,"0"
125,-135,0.46,0.418,39.5,55,0.7059,0.4444,0.3,0.153,25,28,"1"
340,-380,0.443,0.413,28.25,26.875,1.7143,1.25,0.45,0.433,31,34,"1"
145,-165,0.43,0.42,3.7,5.21,0.88,0,0.38,0,30,30,"0"
300,-380,0.57,0.52,5.24,6.55,0,1.2,0,0.5,27,33,"1"
135,-155,0.43,0.46,4.53,5.58,0.75,0.76,0.2,0.54,29,29,"1"
-140,120,0.448,0.45,3.41,5.22,4,0.51,0.65,0.28,30,22,"1"
-550,425,0.487,0.38,4.37,3.77,0.78,1,0.5,0.3,31,38,"0"
-225,190,0.57,0.5,4.75,4.87,0,1,0,0.28,38,35,"1"
470,-560,0.37,0.677,28,27.2857,0,0.2308,0,0.2,29,29,"1"
285,-345,0.49,0.53,3.41,5.75,1.39,0.31,0.41,0.3,34,32,"1"
-146,119,0.59,0.588,55,13.75,1,0,1,0,27,33,"1"
205,-225,0.48,0.38,3.31,3.01,0,0,0,0,23,31,"1"
375,-420,0.65,0.45,36.8182,38.1111,0,1.8333,0,0.375,28,27,"1"
-110,-110,0.49,0.54,4.72,4.43,1.7,0.38,0.51,0.25,25,29,"0"
-250,230,0.532,0.614,1.62,5.06,3,1.78,0.63,0.37,30,24,"0"
390,-480,0.46,0.318,19.841809878528,23,0.1667,2.5,0.083,0.22,27,27,"0"
-410,310,0.53,0.52,4.49,2.49,1.83,1.49,0.51,0.16,28,40,"0"
-210,175,0.44,0.49,11,3.47,0,2.15,0,0.22,27,35,"1"
-114,-105,0.5,0.48,5.08,5.35,0,0.76,0,0.4,32,32,"1"
176,-210,0.45,0.52,5.09,4.24,2.99,1.08,0.53,1,31,28,"1"
-140,120,0.563,0.411,40.4,41.5,1.5,0.2857,0.253,0.2,29,33,"0"
315,-380,0.437,0.47,4.9,3.65,0,0.3,0,0.14,28,26,"1"
-158,149,0.39,0.12,48.5714,2.5,0.2727,0,0.25,0,34,23,"1"
225,-280,0.47,0.41,3.09,2.36,1.12,1.52,0.33,0.27,43,27,"1"
130,-150,0.474,0.49,4.33,4.12,1.23,2.61,0.3,0.41,26,27,"1"
190,-240,0.49,0.546,42.375,42.6,0,2.6667,0,0.526,32,39,"1"
320,-390,0.325,0.422,1.24,38.2,0,1.8571,0,0.183,29,30,"1"
240,-285,0.59,0.304,73,54,0,1,0,1,30,23,"0"
290,-320,0.362,0.4,29.875,13.75,0,0,0,0,34,28,"1"
-105,-115,0.478,0.49,6,3.62,0,1.07,0,0.66,29,26,"1"
130,-150,0.492,0.414,17.1667,41.375,0.5,0.625,0.125,0.16,33,31,"1"
750,-1165,0.361,0.45,76,109.8333,4.375,2,0.43,0.422,32,25,"1"
525,-750,0.4,0.638,46,18.75,0.6667,1.3333,0.11,1,35,25,"1"
-155,135,0.607,0.5,5.08,4.05,0.98,0.16,1,0.25,23,35,"1"
-130,110,0.39,0.31,19.841809878528,21.1527659641032,1.5,1.3,0.34,0.338,24,28,"0"
107,-118,0.55,0.393,33.5,37.1667,1.5,3.6667,0.5,0.321,24,33,"0"
-125,105,0.428,0.733,45.4286,6,1.1429,0,0.18,0,30,25,"1"
205,-245,0.42,0.556,40.3333,42.6923,3,4.875,0.75,0.68,26,29,"1"
250,-300,0.5,0.531,41,64.7143,0.5789,3.7273,0.148,0.5,29,30,"1"
-320,265,0.367,0.384,23.7778,26.75,2,0,0.44,0,27,27,"0"
165,-195,0.43,0.4,25,68,0.5,0.6667,0.313,0.15,30,21,"1"
-140,130,0.372,0.512,24.4,57.0769,2.3636,0,0.13,0,29,34,"0"
-245,200,0.49,0.54,3.73,5.24,2.15,1.27,0.34,0.24,26,35,"1"
174,-190,0.395,0.344,15,26,0.6667,1,0.667,1,31,31,"1"
-410,310,0.45,0.65,11,23.8571,0.8,0.6667,0.16,0.17,35,30,"0"
-220,180,0.616,0.39,46,13.3333,0.6667,3.03,0.333,0.547,30,28,"1"
210,-250,0.545,0.44,6.04,3.84,0,0,0,0,34,32,"1"
-510,390,0.64,0.338,30,4.25,2.75,1.19,0.5,0.14,21,30,"1"
525,-750,0.37,0.62,3.97,4.27,0.23,4.75,0.5,0.675,30,34,"1"
115,-125,0.269,0.437,48.4,35.88,0,3.61,0,0.658,26,24,"1"
200,-240,0.499,0.45,3.79,3.38,2.37,2.15,0.29,0.43,32,25,"1"
135,-145,0.44,0.511,49.4118,22.5,0.5,3.3333,0.25,0.51,27,32,"0"
155,-175,0.36,0.53,3.79,5.13,0.72,1.59,0.13,0.39,32,29,"1"
365,-487,0.47,0.318,55,66.5,0,0,0,0,33,31,"0"
150,-190,0.46,0.38,4.65,3.88,1.79,0.99,0.3,0.26,32,41,"1"
-380,315,0.39,0.38,3.51,4.23,3.29,1,0.43,0.23,30,36,"1"
245,-290,0.54,0.393,43.75,18.1053,0,2.4,0,0.385,38,36,"1"
-160,124,0.59,0.588,13,22,2.7143,1.3333,0.457,0.5,29,26,"1"
155,-180,0.46,0.47,3.41,4.05,2.34,0.66,0.32,0.34,32,38,"1"
160,-192,0.42,0.395,33.25,47.6667,0.8,2.6,0.3,0.463,31,30,"0"
130,-162,0.49,0.44,30.4375,30.9375,0,0.125,0,0.125,30,37,"1"
245,-290,0.54,0.44,2.5,3.49,0.72,1.79,0.42,0.45,31,25,"1"
290,-350,0.466,0.22,17.5,10,0.7,1,0.243,0.332,28,30,"1"
-135,115,0.44,0.365,64.5,72,0.2222,0,0.188,0,30,33,"0"
455,-600,0.5,0.56,6,2.01,1.35,3.45,0.24,0.53,29,27,"1"
135,-155,0.537,0.44,4.63,4.49,0.29,0.86,0.12,0.33,33,36,"1"
160,-200,0.5,0.53,2.59,6.74,2.37,1.52,0.43,0.55,27,27,"1"
365,-410,0.33,0.48,28.5,40.9333,2.75,0.75,0.46,0.352,32,27,"1"
-115,105,0.476,0.26,30.2941,3,1,0,1,0,24,30,"1"
205,-250,0.48,0.53,3.41,2.3,2.86,2.57,0.47,0.71,29,35,"0"
250,-300,0.6,0.47,52.25,38.25,3,1,0.455,0.5,30,32,"1"
225,-245,0.409,0.47,4.92,4.89,0.44,2,0.32,0.34,32,31,"0"
265,-325,0.403,0.51,5.24,4.61,0.43,1.49,0.23,0.35,36,33,"0"
260,-320,0.44,0.435,39.3333,18.6,1.75,1,0.325,0.4,35,30,"1"
-535,425,0.48,0.42,3.22,3.33,2.68,1.54,0.415,0.26,23,35,"0"
-148,120,0.5,0.5,3.02,4.93,1.68,0.25,0.3,0.33,28,37,"1"
-105,-105,0.527,0.368,43,48.1333,0.625,1.6,0.233,0.412,28,40,"0"
103,-134,0.35,0.28,35.25,56.0769,0.75,0.5263,0.05,0.25,26,30,"1"
-675,500,0.433,0.386,33.8571,46.5,0.3333,2,0.167,0.45,26,35,"0"
220,-240,0.356,0.383,4.86,4.58,0,1.83,0,0.46,29,28,"1"
-240,200,0.5,0.4,4.36,4.3,0.5,0.16,0.66,1,33,29,"0"
120,-140,0.463,0.33,2.82,4.23,1.02,1.625,0.54,0.25,30,37,"1"
450,-525,0.64,0.387,43,38.1111,3,1.75,0.66,0.313,34,27,"1"
165,-195,0.4,0.406,34.5,31.9286,0.8125,0.3333,0.369,0.167,29,28,"0"
575,-850,0.47,0.48,44,73.0909,2.1667,1,0.66,0.15,37,32,"0"
295,-355,0.58,0.46,33,54.8571,3,1.6667,0.546,0.5,32,29,"1"
164,-174,0.32,0.46,4.29,5.32,0,2.7,0,0.3,28,27,"1"
180,-220,0.429,0.403,52.6667,62.1905,2.0588,3.4615,0.275,0.758,30,28,"1"
-155,135,0.62,0.449,4.71,2.33,0.76,2.05,0.33,0.31,32,37,"0"
-360,300,0.393,0.521,12.6667,21.6667,1.7273,1.18,0.45,0.475,28,22,"0"
125,-145,0.59,0.43,41.8,60.25,3,0.25,0.26,0.192,28,31,"0"
130,-140,0.413,0.27,48.5,37.7,0,0,0,0,29,28,"0"
-155,135,0.13,0.387,7,3,0,2,0,0.46,27,27,"1"
175,-210,0.496,0.43,3.62,4.14,0.4,1.2,0.35,0.39,30,31,"1"
-105,-105,0.335,0.276,2.64,3.4,0.28,1.84,0.25,0.31,29,33,"1"
125,-145,0.39,0.559,1.8,3.61,2.02,1.71,0.27,0.83,25,30,"0"
100,-120,0.5,0.457,22.6667,25.9286,1,0.2692,0.25,0.138,31,32,"1"
410,-550,0.47,0.53,3.24,3.64,0.78,3.97,0.33,0.48,32,33,"1"
100,-120,0.52,0.36,5.48,4.38,1.55,0.69,0.41,0.24,27,31,"1"
165,-190,0.6,0.59,4.25,4.12,0,0,0,0,26,27,"1"
185,-225,0.4,0.445,21.4,32.25,0,1.3333,0,0.5,25,24,"0"
355,-400,0.66,0.25,38.5,43,0,0.4,0,0.167,29,27,"0"
162,-200,0.47,0.54,3.51,2.98,1.27,0.92,0.37,0.63,31,27,"1"
-190,160,0.52,0.37,2.91,6,6.06,1.83,0.37,0.25,24,30,"0"
235,-275,0.44,0.43,5.3,4.35,1.24,0.82,0.36,0.47,31,30,"0"
160,-185,0.387,0.49,63.1579,37.9412,1,0.6667,0.2,0.22,32,34,"0"
185,-200,0.83,0.656,5,39,1,0.3333,1,0.167,29,30,"1"
120,-130,0.688,0.51,32.3333,25.4286,0.83,1.2,0.54,0.436,30,37,"0"
-145,125,0.51,0.39,3.18,5.04,5.52,0.38,0.53,0.37,26,32,"1"
225,-245,0.409,0.42,6.43,3.72,0.91,0.46,0.37,0.44,36,33,"0"
700,-925,0.325,0.52,32.1111,43.8571,2.2667,1.9167,0.508,0.34,24,32,"1"
-190,175,0.35,0.523,40.5,30.6,0.7778,5,0.314,0.55,28,37,"1"
-105,-115,0.478,0.47,5.65,3.99,0,0.45,0,0.39,27,27,"1"
155,-165,0.4,0.48,3.61,1.97,0.8,3.6,0.36,0.44,31,29,"1"
-240,200,0.39,0.529,60.6667,28,1.25,2.3333,0.325,0.36,28,38,"0"
245,-290,0.3,0.486,1,3.06,1.42,1.49,0.32,0.36,34,25,"1"
-145,125,0.59,0.44,29.6667,48.4444,3.5,2,0.443,0.328,23,28,"0"
-105,-115,0.411,0.41,67,54.3333,0.5,1.08,0.159,0.216,33,31,"0"
-231,185,0.513,0.43,2.15,4.38,5.08,0.42,0.56,0.3,31,36,"0"
275,-330,0.389,0.36,2.86,3.51,0.75,4.91,0.25,0.91,35,31,"1"
-125,105,0.43,0.52,4.59,4.41,2,0,0.512,0,30,29,"1"
-130,110,0.46,0.47,5.35,3.62,0.21,1.38,0.33,0.46,30,25,"1"
475,-715,0.47,0.508,21.3,19.8,0.1333,2.5,0.071,0.57,34,35,"1"
-124,100,0.39,0.45,2.02,3.1,2.54,1.63,0.46,0.44,26,35,"1"
59.7932402411945,-115.711474369147,0.62,0.583,2.36,5.24,6.68,0.33,0.56,0.2,28,26,"1"
-355,280,0.66,0.338,16.75,17.1,1.28,3,1,0.511,27,36,"1"
-140,130,0.433,0.386,31.6667,26.5333,1,2,0.2,0.377,28,31,"0"
-160,140,0.56,0.643,5.97,7.41,1.98,0.4,0.665,1,23,28,"1"
-190,165,0.555,0.47,3.02,5.17,0.98,1.1,0.63,0.4,25,25,"0"
167,-178,0.424,0.45,2.29,2.6,3.28,1.68,0.38,0.56,33,32,"0"
150,-170,0.47,0.72,2.69,8.88,1.97,0.43,0.29,1,26,33,"1"
125,-155,0.599,0.55,2.77,2.27,0,0.61,0,1,27,23,"0"
-105,-105,0.603,0.45,20.5,35.25,1.6667,3.6667,0.33,0.527,31,31,"1"
385,-525,0.46,0.59,1.49,2.24,0,6.85,0,0.75,29,29,"0"
59.7932402411945,-115.711474369147,0.54,0.54,6.55,6.55,0.11,0.7,0.105,0.466,31,36,"0"
150,-170,0.54,0.343,24,26.2222,0,0,0,0,28,31,"0"
160,-170,0.302,0.383,37.6667,34.4,0.5,0.3333,0.5,0.173,27,26,"0"
150,-190,0.49,0.49,4.48,5.6,2.28,1.4,0.43,0.48,33,30,"1"
230,-270,0.27,0.623,28.4286,55.5,0,0,0,0,24,23,"1"
190,-210,0.35,0.433,3.02,1.82,2.84,3.61,0.5,0.7,35,26,"0"
-218,180,0.48,0.48,4.26,3.77,4.75,1.9,0.33,0.4,29,34,"0"
-170,150,0.46,0.65,19.5556,10.5,2.6,0.54,0.746,0.4,32,22,"1"
-430,350,0.5,0.465,20,16,2,3.1,0.777,0.33,21,24,"0"
-125,115,0.51,0.493,28.4444,22.25,2,0,0.523,0,24,29,"0"
290,-350,0.407,0.471,33.5,47.6667,0.75,0.25,0.364,0.133,34,30,"1"
280,-355,0.635,0.54,50,30.45,0,0.69,0,0.226,29,32,"1"
255,-310,0.474,0.403,37,51,2.5,1.625,0.515,0.379,36,35,"0"
190,-210,0.37,0.423,31,19.9167,0,4,0,0.4,31,30,"1"
190,-230,0.42,0.44,6.04,5.76,0.78,1.67,0.444,0.62,36,33,"1"
110,-130,0.462,0.51,3.71,5.57,2.72,1.62,0.33,0.53,27,29,"0"
280,-310,0.35,0.55,44.2667,39.6667,1,5.6667,0.2,0.65,30,24,"1"
155,-175,0.35,0.42,21.5,32,0,0.5,0,0.233,29,33,"1"
-135,125,0.37,0.46,3.2,4.21,1.18,0.42,0.37,0.11,27,25,"1"
142,-153,0.303,0.446,24.2,22.4286,2,4.0714,0.16,0.76,27,26,"0"
59.7932402411945,-115.711474369147,0.39,0.56,43.8,42.5714,1.25,1.4286,0.5,0.42,30,26,"0"
198,-250,0.57,0.58,6.31,3.54,0.15,1.48,0.22,0.6,36,32,"0"
-190,165,0.555,0.48,2.78,2.33,1.49,1.29,0.42,0.35,27,38,"1"
296,-380,0.39,0.46,5.96,4.38,0,0.68,0,0.4,31,28,"1"
